Memoria: 

2 1 25 4 2 2 25 4 2 3 | 25 4 25 3 0 0 0 0 0 0 | 2 0 25 1 18 0 8 5 30 3 | 15 2 0 0 0 0 0 0 0 0 | 31 7 2 0 25 2 18 12 9 8 | 5 31 11 30 19 9 17 9 25 3 | 2 1 25 1 18 0 8 5 30 3 | 15 2 0 0 0 0 0 0 0 0 | 31 7 2 1 25 2 18 12 9 8 | 5 31 11 30 19 9 17 9 25 3 | 21 115 5 14 21 125 21 170 21 218 | 0 0 0 0 0 0 0 0 0 0 | 0 0 0 0 0 0 0 0 0 0 | 0 0 0 0 0 0 0 0 0 0 | 0 0 0 0 0 0 0 0 0 0 | 0 0 0 0 0 0 0 0 0 0 | 0 0 0 0 0 0 0 0 0 0 | 0 0 0 0 0 0 0 0 0 0 | 
2 1 25 4 2 2 25 4 2 3 | 25 4 25 3 0 0 0 0 0 0 | 2 0 25 1 18 0 8 5 30 3 | 15 2 0 0 0 0 0 0 0 0 | 31 7 2 0 25 2 18 12 9 8 | 5 31 11 30 19 9 17 9 25 3 | 2 1 25 1 18 0 8 5 30 3 | 15 2 0 0 0 0 0 0 0 0 | 31 7 2 1 25 2 18 12 9 8 | 5 31 11 30 19 9 17 9 25 3 | 21 115 5 14 21 125 21 170 21 218 | 0 0 0 0 0 0 2 2 25 1 | 0 0 0 0 0 0 0 0 0 0 | 0 0 0 0 0 0 0 0 0 0 | 0 0 0 0 0 0 0 0 0 0 | 0 0 0 0 0 0 0 0 0 0 | 0 0 0 0 0 0 0 0 0 0 | 0 0 0 0 0 0 0 0 0 0 | 
2 1 25 4 2 2 25 4 2 3 | 25 4 25 3 0 0 0 0 0 0 | 2 0 25 1 18 0 8 5 30 3 | 15 2 0 0 0 0 0 0 0 0 | 31 7 2 0 25 2 18 12 9 8 | 5 31 11 30 19 9 17 9 25 3 | 2 1 25 1 18 0 8 5 30 3 | 15 2 0 0 0 0 0 0 0 0 | 31 7 2 1 25 2 18 12 9 8 | 5 31 11 30 19 9 17 9 25 3 | 21 115 5 14 21 125 21 170 21 218 | 0 0 0 0 0 2 2 2 25 1 | 18 116 8 22 115 0 2 0 5 153 | 0 0 0 0 0 0 0 0 0 0 | 0 0 0 0 0 0 0 0 0 0 | 0 0 0 0 0 0 0 0 0 0 | 0 0 0 0 0 0 0 0 0 0 | 0 0 0 0 0 0 0 0 0 0 | 
2 1 25 4 2 2 25 4 2 3 | 25 4 25 3 0 0 0 0 0 0 | 2 0 25 1 18 0 8 5 30 3 | 15 2 0 0 0 0 0 0 0 0 | 31 7 2 0 25 2 18 12 9 8 | 5 31 11 30 19 9 17 9 25 3 | 2 1 25 1 18 0 8 5 30 3 | 15 2 0 0 0 0 0 0 0 0 | 31 7 2 1 25 2 18 12 9 8 | 5 31 11 30 19 9 17 9 25 3 | 21 115 5 14 21 125 21 170 21 218 | 0 0 0 0 0 2 2 2 25 1 | 18 116 8 22 115 0 2 0 5 153 | 21 170 25 3 0 0 0 0 0 0 | 0 0 0 0 0 0 0 0 0 0 | 0 0 0 0 0 0 0 0 0 0 | 0 0 0 0 0 0 0 0 0 0 | 0 0 0 0 0 0 0 0 0 0 | 
2 1 25 4 2 2 25 4 2 3 | 25 4 25 3 0 0 0 0 0 0 | 2 0 25 1 18 0 8 5 30 3 | 15 2 0 0 0 0 0 0 0 0 | 31 7 2 0 25 2 18 12 9 8 | 5 31 11 30 19 9 17 9 25 3 | 2 1 25 1 18 0 8 5 30 3 | 15 2 0 0 0 0 0 0 0 0 | 31 7 2 1 25 2 18 12 9 8 | 5 31 11 30 19 9 17 9 25 3 | 21 115 5 14 21 125 21 170 21 218 | 0 0 0 0 0 2 2 2 25 1 | 18 116 8 22 115 6 2 0 5 153 | 21 170 25 3 4 0 0 0 0 0 | 130 22 125 0 0 0 5 169 3 169 | 0 0 0 0 0 0 0 0 0 0 | 0 0 0 0 0 0 0 0 0 0 | 0 0 0 0 0 0 0 0 0 0 | 
2 1 25 4 2 2 25 4 2 3 | 25 4 25 3 0 0 0 0 0 0 | 2 0 25 1 18 0 8 5 30 3 | 15 2 0 0 0 0 0 0 0 0 | 31 7 2 0 25 2 18 12 9 8 | 5 31 11 30 19 9 17 9 25 3 | 2 1 25 1 18 0 8 5 30 3 | 15 2 0 0 0 0 0 0 0 0 | 31 7 2 1 25 2 18 12 9 8 | 5 31 11 30 19 9 17 9 25 3 | 21 115 5 14 21 125 21 170 21 218 | 0 0 0 0 0 2 2 2 25 1 | 18 116 8 22 115 6 2 0 5 153 | 21 170 25 3 4 0 0 0 0 0 | 130 22 125 0 0 0 5 169 3 169 | 2 1000 21 196 5 154 3 153 7 3 | 0 0 0 0 0 0 0 0 0 0 | 0 0 0 0 0 0 0 0 0 0 | 
2 1 25 4 2 2 25 4 2 3 | 25 4 25 3 0 0 0 0 0 0 | 2 0 25 1 18 0 8 5 30 3 | 15 2 0 0 0 0 0 0 0 0 | 31 7 2 0 25 2 18 12 9 8 | 5 31 11 30 19 9 17 9 25 3 | 2 1 25 1 18 0 8 5 30 3 | 15 2 0 0 0 0 0 0 0 0 | 31 7 2 1 25 2 18 12 9 8 | 5 31 11 30 19 9 17 9 25 3 | 21 115 5 14 21 125 21 170 21 218 | 0 0 0 0 0 2 2 2 25 1 | 18 116 8 22 115 6 2 0 5 153 | 21 170 25 3 4 0 0 0 0 0 | 130 22 125 0 0 0 5 169 3 169 | 2 1000 21 196 5 154 3 153 7 3 | 19 175 22 170 0 1 0 5 215 3 | 0 0 0 0 0 0 0 0 0 0 | 
2 1 25 4 2 2 25 4 2 3 | 25 4 25 3 0 0 0 0 0 0 | 2 0 25 1 18 0 8 5 30 3 | 15 2 0 0 0 0 0 0 0 0 | 31 7 2 0 25 2 18 12 9 8 | 5 31 11 30 19 9 17 9 25 3 | 2 1 25 1 18 0 8 5 30 3 | 15 2 0 0 0 0 0 0 0 0 | 31 7 2 1 25 2 18 12 9 8 | 5 31 11 30 19 9 17 9 25 3 | 21 115 5 14 21 125 21 170 21 218 | 0 0 0 0 0 2 2 2 25 1 | 18 116 8 22 115 6 2 0 5 153 | 21 170 25 3 4 0 0 0 0 0 | 130 22 125 0 0 0 5 169 3 169 | 2 1000 21 196 5 154 3 153 7 3 | 19 175 22 170 0 1 134 5 215 3 | 14 215 22 196 1 0 1103515245 12345 0 2 | 
214 12 216 10 217 5 214 20 210 15 | 25 4 25 3 0 0 0 0 0 0 | 2 0 25 1 18 0 8 5 30 3 | 15 4 0 0 0 0 0 0 0 0 | 31 7 2 0 25 2 18 12 9 8 | 5 31 11 30 19 9 17 9 25 3 | 2 1 25 1 18 0 8 5 30 3 | 15 4 0 0 0 0 0 0 0 0 | 31 7 2 1 25 2 18 12 9 8 | 5 31 11 30 19 9 17 9 25 3 | 21 115 5 14 21 125 21 170 21 218 | 0 0 0 0 0 2 2 2 25 1 | 18 116 8 22 115 6 2 0 5 153 | 21 170 25 3 4 0 0 0 0 0 | 130 22 125 0 0 0 5 169 3 169 | 2 1000 21 196 5 154 3 153 7 3 | 19 175 22 170 0 1 134 5 215 3 | 14 215 22 196 1 1000 1103515245 12345 0 2 | 
214 12 216 10 217 5 214 20 210 15 | 154 6 15 9 8 5 153 11 14 19 | 2 0 25 1 18 0 8 5 30 3 | 15 4 0 0 0 0 0 0 0 0 | 31 7 2 0 25 2 18 12 9 8 | 5 31 11 30 19 9 17 9 25 3 | 2 1 25 1 18 0 8 5 30 3 | 15 4 0 0 0 0 0 0 0 0 | 31 7 2 1 25 2 18 12 9 8 | 5 31 11 30 19 9 17 9 25 3 | 21 115 5 14 21 125 21 170 21 218 | 0 0 0 0 0 2 2 2 25 1 | 18 116 8 22 115 6 2 0 5 153 | 21 170 25 3 4 0 0 0 0 0 | 130 22 125 0 590 0 5 169 3 169 | 2 1000 21 196 5 154 3 153 7 3 | 19 175 22 170 0 1 134 5 215 3 | 14 215 22 196 1103527590 1000 1103515245 12345 0 2 | 
214 12 216 10 217 5 214 20 210 15 | 154 6 15 9 8 5 153 11 14 19 | 2 0 25 1 18 0 8 5 30 3 | 15 10 0 0 0 0 0 0 0 0 | 31 7 2 0 25 2 18 12 9 8 | 5 31 11 30 19 9 17 9 25 3 | 2 1 25 1 18 0 8 5 30 3 | 15 10 0 0 0 0 0 0 0 0 | 31 7 2 1 25 2 18 12 9 8 | 5 31 11 30 19 9 17 9 25 3 | 21 115 5 14 21 125 21 170 21 218 | 0 2 0 5 194 3 194 7 4 15 | 18 116 8 22 115 6 2 0 5 153 | 21 170 25 3 4 590 73 84 867 0 | 130 22 125 4 867 0 5 169 3 169 | 2 1000 21 196 5 154 3 153 7 3 | 19 175 22 170 0 1 134 5 215 3 | 14 215 22 196 -999580867 1000 1103515245 12345 0 2 | 
214 12 216 10 217 5 214 20 210 15 | 154 6 15 9 8 5 153 11 14 19 | 2 0 25 1 18 0 8 5 30 3 | 15 10 0 0 0 0 0 0 0 0 | 31 7 2 0 25 2 18 12 9 8 | 21 155 3 194 10 195 5 194 11 14 | 2 1 25 1 18 0 8 5 30 3 | 15 10 0 0 0 0 0 0 0 0 | 31 7 2 1 25 2 18 12 9 8 | 5 31 11 30 19 9 17 9 25 3 | 21 115 5 14 21 125 21 170 21 218 | 8 2 0 5 194 3 194 7 4 15 | 18 116 8 22 115 6 2 0 5 153 | 21 170 25 3 4 590 73 84 867 0 | 130 22 125 4 867 0 5 169 3 169 | 2 1000 21 196 5 154 3 153 7 3 | 19 175 22 170 0 1 134 5 215 3 | 14 215 22 196 -999580867 1000 1103515245 12345 0 2 | 
214 12 216 10 217 5 214 20 210 15 | 154 6 15 9 8 5 153 11 14 19 | 2 0 25 1 18 0 8 5 30 3 | 15 10 0 0 0 0 0 0 0 0 | 31 7 2 0 25 2 18 12 9 8 | 21 155 3 194 10 195 5 194 11 14 | 2 1 25 1 18 0 8 5 30 3 | 15 10 0 0 0 0 0 0 0 0 | 31 7 2 1 25 2 18 12 9 8 | 7 2 2 25 2 18 158 22 155 0 | 21 115 5 14 21 125 21 170 21 218 | 8 2 0 5 194 3 194 7 4 15 | 18 116 8 22 115 6 2 0 5 153 | 21 170 25 3 4 590 73 84 867 0 | 130 22 125 4 867 182 5 169 3 169 | 2 1000 21 196 5 154 3 153 7 3 | 19 175 22 170 0 1 134 5 215 3 | 14 215 22 196 -999580867 1000 1103515245 12345 0 2 | 
214 12 216 10 217 5 214 20 210 15 | 154 6 15 9 8 5 153 11 14 19 | 2 0 25 1 18 0 8 5 30 3 | 15 10 0 0 0 0 0 0 0 0 | 31 7 2 0 25 2 18 12 9 8 | 21 155 3 194 10 195 5 194 11 14 | 2 1 25 1 18 0 8 5 30 3 | 1 5 285 2 0 5 287 3 285 11 | 31 7 2 1 25 2 18 12 9 8 | 7 2 2 25 2 18 158 22 155 867 | 21 115 5 14 21 125 21 170 21 218 | 8 2 0 5 194 3 194 7 4 15 | 18 116 8 22 115 6 2 0 5 153 | 21 170 25 3 4 590 73 84 867 0 | 130 22 125 4 867 182 5 169 3 169 | 2 1000 21 196 5 154 3 153 7 3 | 19 175 22 170 4 1 134 5 215 3 | 14 215 22 196 -999580867 1000 1103515245 12345 10 2 | 
214 12 216 10 217 5 214 20 210 15 | 154 6 15 9 8 5 153 11 14 19 | 2 0 25 1 18 0 8 5 30 3 | 15 10 0 0 0 0 0 0 0 0 | 31 7 2 0 25 2 18 12 9 8 | 21 155 3 194 10 195 5 194 11 14 | 287 18 219 22 218 0 0 0 0 0 | 1 5 285 2 0 5 287 3 285 11 | 31 7 2 1 25 2 18 12 9 8 | 7 2 2 25 2 18 158 22 155 867 | 21 115 5 14 21 125 21 170 21 218 | 8 2 0 5 194 3 194 7 4 15 | 18 116 8 22 115 6 2 0 5 153 | 21 170 25 3 4 590 73 84 867 0 | 130 22 125 4 867 182 5 169 3 169 | 2 1000 21 196 5 154 3 153 7 3 | 19 175 22 170 4 1 134 5 215 3 | 14 215 22 196 -999580867 1000 1103515245 12345 10 2 | 
5 31 11 30 19 9 17 9 25 3 | 154 6 15 9 8 5 153 11 14 19 | 2 0 25 1 18 0 8 5 30 3 | 15 10 0 0 0 0 0 0 0 0 | 31 7 2 0 25 2 18 12 9 8 | 21 155 3 194 10 195 5 194 11 14 | 287 18 219 22 218 1 0 0 0 0 | 1 5 285 2 0 5 287 3 285 11 | 31 7 2 1 25 2 18 12 9 8 | 7 2 2 25 2 18 158 22 155 867 | 21 115 5 14 21 125 21 170 21 218 | 8 2 0 5 194 3 194 7 4 15 | 18 116 8 22 115 6 2 0 5 153 | 21 170 25 3 4 590 73 84 867 0 | 130 22 125 4 867 182 5 169 3 169 | 2 1000 21 196 5 154 3 153 7 3 | 19 175 22 170 4 1 134 5 215 3 | 14 215 22 196 -999580867 1000 1103515245 12345 10 2 | 
5 31 11 30 19 9 17 9 25 3 | 154 6 15 9 8 5 153 11 14 19 | 2 0 25 1 18 0 8 5 30 3 | 15 12 0 0 0 0 0 0 0 0 | 31 7 2 0 25 2 18 12 9 8 | 21 155 3 194 10 195 5 194 11 14 | 287 18 219 22 218 1 0 0 0 0 | 1 5 285 2 0 5 287 3 285 11 | 31 7 2 1 25 2 18 12 9 8 | 7 2 2 25 2 18 158 22 155 867 | 21 115 5 14 21 125 21 170 21 218 | 8 2 0 5 194 3 194 7 4 15 | 18 116 8 22 115 6 2 0 5 153 | 21 170 25 3 4 590 73 84 867 0 | 130 22 125 4 867 182 5 169 3 169 | 14 17 279 20 279 3 285 7 4 15 | 19 175 22 170 4 1 134 5 215 3 | 14 215 22 196 -999580867 1000 1103515245 12345 10 2 | 
5 31 11 30 19 9 17 9 25 3 | 154 6 15 9 8 5 153 11 14 19 | 2 0 25 1 18 0 8 5 30 3 | 15 12 0 0 0 0 0 0 0 0 | 31 7 2 0 25 2 18 12 9 8 | 21 155 3 194 10 195 5 194 11 14 | 287 18 219 22 218 1 0 0 0 0 | 1 5 285 2 0 5 287 3 285 11 | 5 286 8 11 195 7 4 15 11 286 | 7 2 2 25 2 18 158 22 155 867 | 21 115 5 14 21 125 21 170 21 218 | 8 2 0 5 194 3 194 7 4 15 | 18 116 8 22 115 6 2 0 5 153 | 21 170 25 3 4 590 73 84 867 0 | 130 22 125 4 867 182 5 169 3 169 | 14 17 279 20 279 3 285 7 4 15 | 19 175 22 170 4 1 134 5 215 3 | 14 215 22 196 -999580867 1000 1103515245 12345 10 2 | 
5 31 11 30 19 9 17 9 25 3 | 17 271 19 271 4 15 9 6 15 8 | 2 0 25 1 18 0 8 5 30 3 | 15 12 0 0 0 0 0 0 0 0 | 31 7 2 0 25 2 18 12 9 8 | 21 155 3 194 10 195 5 194 11 14 | 287 18 219 22 218 1 73 0 0 0 | 1 5 285 2 0 5 287 3 285 11 | 5 286 8 11 195 7 4 15 11 286 | 7 2 2 25 2 18 158 22 155 867 | 21 115 5 14 21 125 21 170 21 218 | 8 2 0 5 194 3 194 7 4 15 | 18 116 8 22 115 6 2 0 5 153 | 21 170 25 3 4 590 73 84 867 0 | 130 22 125 4 867 182 5 169 3 169 | 14 17 279 20 279 3 285 7 4 15 | 19 175 22 170 4 1 134 5 215 3 | 14 215 22 196 -999580867 1000 1103515245 12345 10 2 | 
5 31 11 30 19 9 17 9 25 3 | 17 271 19 271 4 15 9 6 15 8 | 2 0 25 1 18 0 8 5 30 3 | 15 14 0 0 0 0 0 0 0 0 | 31 7 2 0 25 2 18 12 9 8 | 21 155 3 194 10 195 5 194 11 14 | 287 18 219 22 218 1 73 0 0 0 | 1 5 285 2 0 5 287 3 285 11 | 5 286 8 11 195 7 4 15 11 286 | 7 2 2 25 2 18 158 22 155 867 | 21 115 5 14 21 125 21 170 21 218 | 8 2 0 5 194 3 194 7 4 15 | 11 195 7 3 286 6 15 2 1 5 | 21 170 25 3 4 590 590 84 867 0 | 130 22 125 4 867 182 5 169 3 169 | 14 17 279 20 279 3 285 7 4 15 | 19 175 22 170 4 1 134 5 215 3 | 14 215 22 196 -999580867 1000 1103515245 12345 10 2 | 
5 31 11 30 19 9 17 9 25 3 | 17 271 19 271 4 15 9 6 15 8 | 2 0 25 1 18 0 8 5 30 3 | 15 14 0 0 0 0 0 0 0 0 | 31 7 2 0 25 2 18 12 9 8 | 21 155 3 194 10 195 5 194 11 14 | 287 18 219 22 218 1 73 0 0 0 | 1 5 285 2 0 5 287 3 285 11 | 5 286 8 11 195 7 4 15 11 286 | 7 2 2 25 2 18 158 22 155 867 | 21 115 5 14 21 125 21 170 21 218 | 8 2 0 5 194 3 194 7 4 15 | 11 195 7 3 286 6 15 2 1 5 | 21 170 25 3 4 73 590 84 867 0 | 287 3 285 10 195 5 285 16 227 3 | 14 17 279 20 279 3 285 7 4 15 | 19 175 22 170 4 1 134 5 215 3 | 14 215 22 196 -999580867 1000 1103515245 12345 10 2 | 
5 31 11 30 19 9 17 9 25 3 | 17 271 19 271 4 15 9 6 15 8 | 2 0 25 1 18 0 8 5 30 3 | 15 14 0 0 0 0 0 0 0 0 | 31 7 2 0 25 2 18 12 9 8 | 21 155 3 194 10 195 5 194 11 14 | 287 18 219 22 218 2 73 1 0 0 | 1 5 285 2 0 5 287 3 285 11 | 5 286 8 11 195 7 4 15 11 286 | 31 7 2 1 25 2 18 12 9 8 | 21 115 5 14 21 125 21 170 21 218 | 8 2 0 5 194 3 194 7 4 15 | 11 195 7 3 286 6 15 2 1 5 | 21 170 25 3 4 73 590 84 867 0 | 287 3 285 10 195 5 285 16 227 3 | 14 17 279 20 279 3 285 7 4 15 | 19 175 22 170 4 1 134 5 215 3 | 14 215 22 196 -999580867 1000 1103515245 12345 10 2 | 
5 31 11 30 19 9 17 9 25 3 | 17 271 19 271 4 15 9 6 15 8 | 2 0 25 1 18 0 8 5 30 3 | 15 14 0 0 0 0 0 0 0 0 | 31 7 2 0 25 2 18 12 9 8 | 5 31 11 30 19 9 17 9 25 3 | 287 18 219 22 218 2 73 1 0 0 | 1 5 285 2 0 5 287 3 285 11 | 5 286 8 11 195 7 4 15 11 286 | 31 7 2 1 25 2 18 12 9 8 | 21 115 5 14 21 125 21 170 21 218 | 8 2 0 5 194 3 194 7 4 15 | 11 195 7 3 286 6 15 2 1 5 | 21 170 25 3 4 73 590 84 867 0 | 287 3 285 10 195 5 285 16 227 3 | 14 17 279 20 279 3 285 7 4 15 | 19 175 22 170 4 1 134 5 215 3 | 14 215 22 196 -999580867 1000 1103515245 12345 10 2 | 
5 31 11 30 19 9 17 9 25 3 | 17 271 19 271 4 15 9 6 15 8 | 2 0 25 1 18 0 8 5 30 3 | 15 14 0 0 0 0 0 0 0 0 | 31 7 2 0 25 2 18 12 9 8 | 5 31 11 30 19 9 17 9 25 3 | 287 18 219 22 218 2 73 1 0 0 | 1 5 285 2 0 5 287 3 285 11 | 5 286 8 11 195 7 4 15 11 286 | 31 7 2 1 25 2 18 12 9 8 | 21 115 5 14 21 125 21 170 21 218 | 15 10 0 0 0 0 0 0 0 0 | 11 195 7 3 286 6 15 2 1 5 | 21 170 25 3 4 73 590 84 867 0 | 287 3 285 10 195 5 285 16 227 3 | 14 17 279 20 279 3 285 7 4 15 | 19 175 22 170 4 1 134 5 215 3 | 14 215 22 196 -999580867 1000 1103515245 12345 10 2 | 
